timestamp, memory.used [MiB], memory.total [MiB], utilization.gpu [%], power.draw [W]
2026/09/24 01:42:39.854, 31706, 46068, 86, 290.78
2026/09/24 01:42:40.855, 35486, 46068, 100, 318.08
2026/09/24 01:42:41.856, 35486, 46068, 100, 335.01
2026/09/24 01:42:42.857, 35486, 46068, 100, 339.41
2026/09/24 01:42:43.859, 35486, 46068, 100, 336.63
2026/09/24 01:42:44.860, 35486, 46068, 100, 336.29
2026/09/24 01:42:45.861, 35486, 46068, 100, 342.62
2026/09/24 01:42:46.863, 35486, 46068, 87, 299.30
2026/09/24 01:42:47.864, 35486, 46068, 81, 296.51
2026/09/24 01:42:48.866, 35486, 46068, 88, 300.66
2026/09/24 01:42:49.867, 35486, 46068, 87, 300.52
2026/09/24 01:42:50.868, 35486, 46068, 87, 302.12
2026/09/24 01:42:51.869, 35486, 46068, 77, 298.02
2026/09/24 01:42:52.871, 35486, 46068, 86, 304.32
2026/09/24 01:42:53.873, 35486, 46068, 89, 301.00
2026/09/24 01:42:54.874, 35486, 46068, 89, 307.43
2026/09/24 01:42:55.875, 35486, 46068, 89, 304.95
2026/09/24 01:42:56.876, 35486, 46068, 89, 306.37
2026/09/24 01:42:57.878, 35486, 46068, 89, 309.52
2026/09/24 01:42:58.879, 35486, 46068, 83, 292.93
2026/09/24 01:42:59.880, 35486, 46068, 82, 299.35
2026/09/24 01:43:00.881, 35486, 46068, 79, 305.16
2026/09/24 01:43:01.883, 35486, 46068, 88, 309.04
2026/09/24 01:43:02.884, 35486, 46068, 88, 300.91
2026/09/24 01:43:03.885, 35486, 46068, 87, 296.08
2026/09/24 01:43:04.887, 35486, 46068, 88, 326.68
2026/09/24 01:43:05.888, 35486, 46068, 88, 286.77
2026/09/24 01:43:06.890, 35486, 46068, 89, 328.71
2026/09/24 01:43:07.891, 35486, 46068, 85, 316.89
2026/09/24 01:43:08.892, 39374, 46068, 100, 254.46
2026/09/24 01:43:09.893, 39374, 46068, 100, 349.30
2026/09/24 01:43:10.894, 39374, 46068, 100, 347.02
2026/09/24 01:43:11.896, 39374, 46068, 100, 342.86
2026/09/24 01:43:12.898, 39374, 46068, 100, 342.62
2026/09/24 01:43:13.899, 39374, 46068, 100, 348.83
2026/09/24 01:43:14.901, 39374, 46068, 77, 305.83
2026/09/24 01:43:15.902, 39374, 46068, 89, 309.55
2026/09/24 01:43:16.903, 39374, 46068, 88, 301.76
2026/09/24 01:43:17.905, 39374, 46068, 77, 299.52
2026/09/24 01:43:18.907, 39374, 46068, 79, 306.32
2026/09/24 01:43:19.908, 39374, 46068, 78, 303.62
2026/09/24 01:43:20.909, 39374, 46068, 88, 309.69
2026/09/24 01:43:21.911, 39374, 46068, 81, 298.51
2026/09/24 01:43:22.912, 39374, 46068, 88, 309.09
2026/09/24 01:43:23.914, 39374, 46068, 87, 314.78
2026/09/24 01:43:24.916, 39374, 46068, 79, 305.98
2026/09/24 01:43:25.918, 39374, 46068, 89, 308.80
2026/09/24 01:43:26.919, 39374, 46068, 88, 310.66
2026/09/24 01:43:27.921, 39374, 46068, 89, 313.05
2026/09/24 01:43:28.923, 39374, 46068, 88, 311.14
2026/09/24 01:43:29.924, 39374, 46068, 81, 330.41
2026/09/24 01:43:30.925, 39374, 46068, 86, 286.95
2026/09/24 01:43:31.926, 39374, 46068, 83, 332.19
2026/09/24 01:43:32.928, 39374, 46068, 86, 267.14
2026/09/24 01:43:33.929, 39374, 46068, 87, 328.42
2026/09/24 01:43:34.930, 39374, 46068, 87, 337.58
2026/09/24 01:43:35.932, 39374, 46068, 89, 283.37
2026/09/24 01:43:36.934, 39374, 46068, 89, 302.15
2026/09/24 01:43:37.935, 39374, 46068, 100, 312.95
2026/09/24 01:43:38.935, 39374, 46068, 100, 339.12
2026/09/24 01:43:39.936, 39374, 46068, 100, 335.09
2026/09/24 01:43:40.938, 39374, 46068, 100, 340.62
2026/09/24 01:43:41.939, 39374, 46068, 100, 339.82
2026/09/24 01:43:42.941, 39374, 46068, 80, 315.95
2026/09/24 01:43:43.942, 39374, 46068, 90, 303.89
2026/09/24 01:43:44.944, 39374, 46068, 82, 316.78
2026/09/24 01:43:45.945, 39374, 46068, 89, 318.77
2026/09/24 01:43:46.946, 39374, 46068, 90, 314.94
2026/09/24 01:43:47.948, 39374, 46068, 89, 312.42
2026/09/24 01:43:48.950, 39374, 46068, 89, 309.63
2026/09/24 01:43:49.950, 39374, 46068, 89, 306.62
2026/09/24 01:43:50.952, 39374, 46068, 79, 304.54
2026/09/24 01:43:51.953, 39374, 46068, 89, 304.71
2026/09/24 01:43:52.955, 39374, 46068, 78, 304.47
2026/09/24 01:43:53.956, 39374, 46068, 89, 302.49
2026/09/24 01:43:54.957, 39374, 46068, 89, 312.89
2026/09/24 01:43:55.959, 39374, 46068, 89, 310.66
2026/09/24 01:43:56.960, 39374, 46068, 89, 312.14
2026/09/24 01:43:57.962, 39374, 46068, 87, 309.37
2026/09/24 01:43:58.963, 39374, 46068, 89, 313.40
2026/09/24 01:43:59.964, 39374, 46068, 90, 307.87
2026/09/24 01:44:00.965, 39374, 46068, 79, 314.65
2026/09/24 01:44:01.966, 39374, 46068, 89, 306.18
2026/09/24 01:44:02.967, 39374, 46068, 67, 300.90
2026/09/24 01:44:03.968, 39374, 46068, 100, 346.80
2026/09/24 01:44:04.969, 39374, 46068, 100, 344.68
2026/09/24 01:44:05.971, 39374, 46068, 100, 341.98
2026/09/24 01:44:06.973, 39374, 46068, 100, 340.57
2026/09/24 01:44:07.975, 39374, 46068, 100, 341.69
2026/09/24 01:44:08.976, 39374, 46068, 86, 309.12
2026/09/24 01:44:09.977, 39374, 46068, 88, 309.32
2026/09/24 01:44:10.979, 39374, 46068, 83, 312.44
2026/09/24 01:44:11.980, 39374, 46068, 85, 300.86
2026/09/24 01:44:12.982, 39374, 46068, 87, 301.32
2026/09/24 01:44:13.983, 39374, 46068, 79, 305.50
2026/09/24 01:44:14.987, 39374, 46068, 85, 295.27
2026/09/24 01:44:15.989, 39374, 46068, 86, 313.79
2026/09/24 01:44:16.990, 39374, 46068, 75, 297.84
2026/09/24 01:44:17.992, 39374, 46068, 86, 292.94
2026/09/24 01:44:18.993, 39374, 46068, 84, 297.98
2026/09/24 01:44:19.994, 39374, 46068, 83, 302.70
2026/09/24 01:44:20.995, 39374, 46068, 82, 300.69
2026/09/24 01:44:21.996, 39374, 46068, 80, 299.39
2026/09/24 01:44:22.997, 39374, 46068, 86, 304.95
2026/09/24 01:44:23.998, 39374, 46068, 86, 308.69
2026/09/24 01:44:24.999, 39374, 46068, 88, 300.48
