timestamp, memory.used [MiB], memory.total [MiB], utilization.gpu [%], power.draw [W]
2026/09/23 17:05:10.219, 42127, 46068, 96, 318.46
2026/09/23 17:05:11.220, 42127, 46068, 91, 327.66
2026/09/23 17:05:12.223, 42127, 46068, 94, 326.41
2026/09/23 17:05:13.225, 42127, 46068, 89, 338.72
2026/09/23 17:05:14.228, 42127, 46068, 94, 341.44
2026/09/23 17:05:15.230, 42129, 46068, 93, 335.11
2026/09/23 17:05:16.232, 42129, 46068, 93, 314.05
2026/09/23 17:05:17.234, 42129, 46068, 93, 326.51
2026/09/23 17:05:18.237, 42129, 46068, 96, 345.25
2026/09/23 17:05:19.239, 42129, 46068, 88, 329.61
2026/09/23 17:05:20.241, 42129, 46068, 95, 327.07
2026/09/23 17:05:21.242, 42129, 46068, 96, 339.70
2026/09/23 17:05:22.243, 42129, 46068, 93, 336.15
2026/09/23 17:05:23.245, 42129, 46068, 93, 330.48
2026/09/23 17:05:24.246, 42129, 46068, 91, 338.42
2026/09/23 17:05:25.248, 42129, 46068, 96, 341.27
2026/09/23 17:05:26.250, 42129, 46068, 90, 326.33
2026/09/23 17:05:27.252, 42129, 46068, 92, 335.68
2026/09/23 17:05:28.253, 42129, 46068, 96, 332.73
2026/09/23 17:05:29.255, 42129, 46068, 95, 353.59
2026/09/23 17:05:30.256, 42129, 46068, 93, 353.18
2026/09/23 17:05:31.258, 42129, 46068, 96, 342.42
2026/09/23 17:05:32.260, 42129, 46068, 91, 338.74
2026/09/23 17:05:33.262, 42129, 46068, 93, 336.08
2026/09/23 17:05:34.264, 42129, 46068, 94, 325.34
2026/09/23 17:05:35.266, 42129, 46068, 91, 327.39
2026/09/23 17:05:36.268, 42129, 46068, 92, 334.16
2026/09/23 17:05:37.270, 42129, 46068, 93, 336.56
2026/09/23 17:05:38.271, 42129, 46068, 88, 335.78
2026/09/23 17:05:39.273, 42129, 46068, 91, 330.33
2026/09/23 17:05:40.275, 42129, 46068, 92, 335.12
2026/09/23 17:05:41.277, 42129, 46068, 93, 342.40
2026/09/23 17:05:42.279, 42129, 46068, 92, 346.48
2026/09/23 17:05:43.281, 42129, 46068, 92, 336.21
2026/09/23 17:05:44.284, 42129, 46068, 96, 343.80
2026/09/23 17:05:45.286, 42129, 46068, 96, 343.85
2026/09/23 17:05:46.289, 42129, 46068, 96, 327.16
2026/09/23 17:05:47.291, 42129, 46068, 92, 338.76
2026/09/23 17:05:48.293, 42129, 46068, 96, 335.87
2026/09/23 17:05:49.295, 42129, 46068, 92, 323.76
2026/09/23 17:05:50.297, 42129, 46068, 91, 339.86
2026/09/23 17:05:51.299, 42129, 46068, 94, 326.80
2026/09/23 17:05:52.302, 42129, 46068, 90, 337.67
2026/09/23 17:05:53.306, 42129, 46068, 95, 322.94
2026/09/23 17:05:54.308, 42129, 46068, 85, 345.02
2026/09/23 17:05:55.311, 42129, 46068, 86, 316.84
2026/09/23 17:05:56.314, 42129, 46068, 90, 326.27
2026/09/23 17:05:57.316, 42129, 46068, 89, 325.46
2026/09/23 17:05:58.318, 42129, 46068, 90, 326.40
2026/09/23 17:05:59.320, 42129, 46068, 90, 315.81
2026/09/23 17:06:00.322, 42129, 46068, 95, 327.90
2026/09/23 17:06:01.324, 42129, 46068, 95, 349.32
2026/09/23 17:06:02.326, 42129, 46068, 91, 324.96
2026/09/23 17:06:03.328, 42129, 46068, 93, 338.34
2026/09/23 17:06:04.330, 42129, 46068, 88, 325.51
2026/09/23 17:06:05.332, 42129, 46068, 88, 305.99
2026/09/23 17:06:06.334, 42129, 46068, 90, 341.89
2026/09/23 17:06:07.337, 42129, 46068, 94, 307.43
2026/09/23 17:06:08.340, 42129, 46068, 95, 309.67
2026/09/23 17:06:09.343, 42129, 46068, 86, 329.79
2026/09/23 17:06:10.346, 42129, 46068, 86, 301.51
2026/09/23 17:06:11.349, 42129, 46068, 94, 317.82
2026/09/23 17:06:12.351, 42129, 46068, 95, 322.95
2026/09/23 17:06:13.358, 42129, 46068, 90, 316.48
2026/09/23 17:06:14.360, 42129, 46068, 91, 362.70
2026/09/23 17:06:15.362, 42129, 46068, 91, 332.96
2026/09/23 17:06:16.364, 42129, 46068, 92, 331.29
2026/09/23 17:06:17.367, 42129, 46068, 95, 324.95
2026/09/23 17:06:18.371, 42129, 46068, 76, 296.05
2026/09/23 17:06:19.379, 42129, 46068, 65, 287.20
2026/09/23 17:06:20.389, 42129, 46068, 91, 313.10
2026/09/23 17:06:21.392, 42129, 46068, 90, 312.09
2026/09/23 17:06:22.404, 42129, 46068, 90, 313.90
2026/09/23 17:06:23.409, 42129, 46068, 83, 294.17
2026/09/23 17:06:24.413, 42129, 46068, 100, 322.91
2026/09/23 17:06:25.419, 42129, 46068, 76, 285.51
2026/09/23 17:06:26.426, 42129, 46068, 80, 299.48
